Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Order Date,Customer Name,City,Promo Code,Full Product
603,41456,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,559,43,0,43,43,11,2013-07-01,MARY ann,LoNDoN,,Leaves - Green Tea
603,41456,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,50,80,10,130,59,338,82,53,-1,140,77,2013-07-01,roBERT  SMITH,sydney,,Beans - Caffe Mocha
603,41456,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,50,10,80,40,219,49,15,0,88,46,2013-07-01, alice ,new york,,Beans - Regular Espresso
603,41456,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,90,70,140,61,329,90,19,68,150,38,2013-07-01,,DELHI,,Beans - Amaretto
603,41456,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,60,90,60,150,64,467,96,21,59,159,49,2013-07-01,  john   doe ,LoNDoN,SAVE10,Beans - Colombian
516,41456,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,410,310,610,270,1781,523,102,536,786,126,2013-07-01,MARY ann,sydney,,Leaves - Lemon
914,41456,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,190,-40,-110,150,260,3076,-62,80,-226,196,95,2013-07-01,roBERT  SMITH,new york,,Leaves - Mint
212,41456,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,200,160,330,127,1007,185,35,190,309,44,2013-07-01, alice ,DELHI,,Leaves - Darjeeling
914,41456,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,160,120,270,104,952,152,29,153,254,38,2013-07-01,,LoNDoN,,Leaves - Earl Grey
631,41456,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,150,120,240,94,608,136,26,135,228,35,2013-07-01,  john   doe ,sydney,,Leaves - Green Tea
347,41456,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,150,-80,-240,70,162,2321,-85,147,-367,76,168,2013-07-01,MARY ann,new york,SAVE10,Beans - Caffe Mocha
631,41456,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,250,280,190,530,266,1355,280,74,251,541,91,2013-07-01,roBERT  SMITH,DELHI,,Beans - Regular Espresso
716,41456,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,520,370,860,364,2654,548,127,511,904,166,2013-07-01, alice ,LoNDoN,,Beans - Colombian
337,41456,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,46,587,60,15,44,105,26,2013-07-01,,sydney,,Leaves - Chamomile
985,41456,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,76,613,93,28,43,167,58,2013-07-01,  john   doe ,new york,,Leaves - Lemon
337,41456,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,70,50,120,40,843,59,11,50,98,21,2013-07-01,MARY ann,DELHI,,Beans - Colombian
504,41456,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,110,90,180,59,870,85,16,80,143,25,2013-07-01,roBERT  SMITH,LoNDoN,SAVE10,Beans - Decaf Irish Cream
225,41456,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,50,0,90,47,-395,66,42,-8,112,67,2013-07-01, alice ,sydney,,Beans - Caffe Latte
318,41456,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,50,30,80,39,380,65,12,41,103,33,2013-07-01,,new york,,Beans - Caffe Mocha
225,41456,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,40,20,70,36,462,54,11,29,89,31,2013-07-01,  john   doe ,DELHI,,Beans - Decaf Espresso
505,41456,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,30,20,50,25,854,36,7,23,60,18,2013-07-01,MARY ann,LoNDoN,,Leaves - Chamomile
505,41456,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,40,20,70,34,1010,41,10,14,74,29,2013-07-01,roBERT  SMITH,sydney,,Leaves - Lemon
505,41456,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,80,120,70,200,64,467,96,21,61,159,48,2013-07-01, alice ,new york,SAVE10,Beans - Colombian
505,41456,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,150,60,10,210,120,1334,49,37,-15,167,56,2013-07-01,,DELHI,,Beans - Decaf Irish Cream
505,41456,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,40,10,70,40,-258,49,15,1,88,45,2013-07-01,  john   doe ,LoNDoN,,Beans - Caffe Latte
505,41456,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,50,70,0,120,59,338,82,53,-1,140,77,2013-07-01,MARY ann,sydney,,Beans - Caffe Mocha
505,41456,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,44,258,59,14,25,102,38,2013-07-01,roBERT  SMITH,new york,,Beans - Decaf Espresso
580,41456,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,80,30,130,59,403,74,22,26,132,51,2013-07-01, alice ,DELHI,,Leaves - Chamomile
405,41456,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,110,180,60,290,124,717,173,112,44,294,131,2013-07-01,,LoNDoN,SAVE10,Leaves - Lemon
580,41456,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,60,40,110,41,592,53,13,39,93,23,2013-07-01,  john   doe ,sydney,,Beans - Colombian
918,41456,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,20,50,40,70,23,868,34,6,22,56,17,2013-07-01,MARY ann,new york,,Beans - Decaf Irish Cream
405,41456,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,120,160,110,280,141,-942,195,43,177,333,62,2013-07-01,roBERT  SMITH,DELHI,,Beans - Caffe Latte
918,41456,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,486,26,5,12,44,16,2013-07-01, alice ,LoNDoN,,Beans - Caffe Mocha
405,41456,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,150,100,240,114,822,172,37,142,283,64,2013-07-01,,sydney,,Beans - Decaf Espresso
214,41456,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,47,420,63,15,28,109,40,2013-07-01,  john   doe ,new york,SAVE10,Leaves - Chamomile
254,41456,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,50,30,80,34,432,51,10,26,84,30,2013-07-01,MARY ann,DELHI,,Leaves - Lemon
972,41456,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,320,380,290,700,260,1319,307,80,284,562,94,2013-07-01,roBERT  SMITH,LoNDoN,,Beans - Colombian
806,41456,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,140,110,240,87,564,112,28,98,197,38,2013-07-01, alice ,sydney,,Beans - Decaf Irish Cream
682,41456,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,52,-456,79,17,41,130,46,2013-07-01,,new york,,Beans - Caffe Latte
979,41456,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,140,120,220,104,952,152,29,155,254,37,2013-07-01,  john   doe ,DELHI,,Beans - Caffe Mocha
254,41456,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,608,136,26,135,228,35,2013-07-01,MARY ann,LoNDoN,SAVE10,Beans - Decaf Espresso
801,41456,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,50,30,70,44,258,59,14,23,102,39,2013-07-01,roBERT  SMITH,sydney,,Leaves - Earl Grey
435,41456,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,40,20,60,40,219,49,15,1,88,45,2013-07-01, alice ,new york,,Leaves - Green Tea
435,41456,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,50,80,60,130,61,329,90,19,66,150,39,2013-07-01,,DELHI,,Leaves - Chamomile
435,41456,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,90,60,140,64,467,96,21,61,159,48,2013-07-01,  john   doe ,LoNDoN,,Leaves - Lemon
801,41456,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,100,40,-10,140,120,1334,49,37,-17,167,57,2013-07-01,MARY ann,sydney,,Leaves - Mint
801,41456,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,60,10,90,59,338,82,53,0,140,76,2013-07-01,roBERT  SMITH,new york,SAVE10,Leaves - Darjeeling
801,41456,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,70,90,60,160,60,1070,72,18,44,131,37,2013-07-01, alice ,DELHI,,Beans - Amaretto
435,41456,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,70,40,120,43,388,57,14,22,99,38,2013-07-01,,LoNDoN,,Beans - Colombian
435,41456,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,613,93,28,43,167,58,2013-07-01,  john   doe ,sydney,,Beans - Decaf Irish Cream
435,41456,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,60,50,90,39,845,57,10,50,95,20,2013-07-01,MARY ann,new york,,Beans - Caffe Latte
435,41456,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,46,587,60,15,44,105,26,2013-07-01,roBERT  SMITH,DELHI,,Beans - Caffe Mocha
435,41456,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,35,894,52,9,43,86,20,2013-07-01, alice ,LoNDoN,SAVE10,Beans - Decaf Espresso
707,41456,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,90,80,150,94,608,136,26,135,228,35,2013-07-01,,sydney,,Leaves - Earl Grey
949,41456,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,50,20,80,52,668,79,17,41,130,46,2013-07-01,  john   doe ,new york,,Leaves - Green Tea
619,41456,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,100,170,150,270,127,1007,185,35,192,309,43,2013-07-01,MARY ann,DELHI,,Leaves - Chamomile
714,41456,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,220,270,200,490,260,1319,307,80,283,562,95,2013-07-01,roBERT  SMITH,LoNDoN,,Leaves - Lemon
909,41456,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,100,70,170,87,564,112,28,99,197,37,2013-07-01, alice ,sydney,,Leaves - Mint
619,41456,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,110,100,170,104,952,152,29,155,254,37,2013-07-01,,new york,SAVE10,Leaves - Darjeeling
661,41456,West,Major Market,Amaretto,Beans,Coffee,California,Regular,190,-90,-150,100,154,1832,-67,49,-190,86,66,2013-07-01,  john   doe ,DELHI,,Beans - Amaretto
650,41456,West,Major Market,Colombian,Beans,Coffee,California,Regular,450,690,530,1140,364,2654,548,127,511,904,166,2013-07-01,MARY ann,LoNDoN,,Beans - Colombian
909,41456,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,290,-40,-150,250,238,2797,-36,78,-217,200,113,2013-07-01,roBERT  SMITH,sydney,,Beans - Decaf Irish Cream
213,41456,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,250,260,170,510,266,1819,266,74,230,527,92,2013-07-01, alice ,new york,,Beans - Caffe Latte
408,41456,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,150,220,60,370,162,943,225,147,62,384,167,2013-07-01,,DELHI,,Beans - Caffe Mocha
562,41456,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,270,380,260,650,291,1742,387,96,357,672,119,2013-07-01,  john   doe ,LoNDoN,SAVE10,Beans - Decaf Espresso
702,41456,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,190,270,190,460,291,1742,387,96,356,672,120,2013-07-01,MARY ann,sydney,,Leaves - Darjeeling
702,41456,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,190,130,360,266,1819,266,74,232,527,91,2013-07-01,roBERT  SMITH,new york,,Leaves - Earl Grey
775,41456,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,270,5230,-270,102,-522,27,126,2013-07-01, alice ,DELHI,,Leaves - Green Tea
702,41456,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,130,210,70,340,162,943,225,147,62,384,167,2013-07-01,,LoNDoN,,Leaves - Chamomile
702,41456,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,200,290,200,490,238,1190,329,78,287,562,113,2013-07-01,  john   doe ,sydney,,Leaves - Lemon
702,41456,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,130,200,150,330,154,833,222,49,207,373,67,2013-07-01,MARY ann,new york,SAVE10,Leaves - Mint
775,41456,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,252,46,13,-1,81,44,2013-07-01,roBERT  SMITH,DELHI,,Beans - Colombian
702,41456,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,50,30,90,34,1010,41,10,12,74,30,2013-07-01, alice ,LoNDoN,,Beans - Decaf Irish Cream
775,41456,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,559,43,0,44,43,10,2013-07-01,,sydney,,Beans - Caffe Latte
702,41456,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,30,20,50,25,854,36,7,23,60,18,2013-07-01,  john   doe ,new york,,Beans - Caffe Mocha
775,41456,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,20,808,29,5,17,49,16,2013-07-01,MARY ann,DELHI,,Beans - Decaf Espresso
503,41456,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,10,10,20,18,486,26,5,12,44,16,2013-07-01,roBERT  SMITH,LoNDoN,SAVE10,Leaves - Darjeeling
541,41456,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,70,120,80,190,114,822,172,37,144,283,63,2013-07-01, alice ,sydney,,Leaves - Earl Grey
541,41456,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,90,130,90,220,141,692,195,43,178,333,61,2013-07-01,,new york,,Leaves - Green Tea
503,41456,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,40,60,30,829,44,8,33,73,19,2013-07-01,  john   doe ,DELHI,,Leaves - Chamomile
503,41456,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,41,592,53,13,37,93,24,2013-07-01,MARY ann,LoNDoN,,Leaves - Lemon
503,41456,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,40,70,20,110,39,517,56,36,-14,94,61,2013-07-01,roBERT  SMITH,sydney,,Beans - Amaretto
541,41456,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,40,70,20,110,39,478,55,12,0,93,51,2013-07-01, alice ,new york,SAVE10,Beans - Colombian
541,41456,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,60,40,100,34,432,51,10,25,84,31,2013-07-01,,DELHI,,Beans - Decaf Irish Cream
971,41456,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,40,70,30,110,51,419,64,19,17,114,48,2013-07-01,  john   doe ,LoNDoN,,Beans - Caffe Latte
503,41456,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,60,30,100,47,420,63,15,28,109,40,2013-07-01,MARY ann,sydney,,Beans - Caffe Mocha
503,41456,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,130,140,90,270,145,1304,146,40,112,288,60,2013-07-01,roBERT  SMITH,new york,,Beans - Decaf Espresso
360,41456,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,20,50,30,70,39,380,65,12,40,103,33,2013-07-01, alice ,DELHI,,Leaves - Darjeeling
509,41456,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,40,30,60,36,462,54,11,28,89,32,2013-07-01,,LoNDoN,SAVE10,Leaves - Earl Grey
360,41456,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,30,40,0,70,47,622,66,42,-7,112,66,2013-07-01,  john   doe ,sydney,,Leaves - Green Tea
425,41456,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,70,120,80,190,90,1148,135,29,104,223,56,2013-07-01,MARY ann,new york,,Leaves - Chamomile
425,41456,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,40,843,59,11,51,98,20,2013-07-01,roBERT  SMITH,DELHI,,Leaves - Lemon
253,41456,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,100,160,120,260,86,463,125,27,104,209,46,2013-07-01, alice ,LoNDoN,,Beans - Colombian
206,41456,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,150,220,100,370,124,717,173,112,43,294,132,2013-07-01,,sydney,,Beans - Decaf Irish Cream
206,41456,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,70,50,110,50,587,65,16,50,114,27,2013-07-01,  john   doe ,new york,SAVE10,Beans - Caffe Latte
360,41456,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,20,120,59,403,74,22,25,132,52,2013-07-01,MARY ann,DELHI,,Beans - Caffe Mocha
360,41456,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,80,100,70,180,86,1081,103,26,77,187,44,2013-07-01,roBERT  SMITH,LoNDoN,,Beans - Decaf Espresso
719,41487,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,130,80,250,145,1292,146,40,113,288,60,2013-08-01, alice ,sydney,,Leaves - Chamomile
719,41487,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,40,0,70,37,513,52,33,-14,88,58,2013-08-01,,new york,,Leaves - Lemon
303,41487,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,30,60,30,90,46,415,62,15,28,107,39,2013-08-01,  john   doe ,DELHI,,Leaves - Mint
720,41487,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,50,10,90,49,414,60,18,12,108,47,2013-08-01,MARY ann,LoNDoN,SAVE10,Leaves - Darjeeling
720,41487,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,30,50,20,80,41,1046,50,12,22,90,32,2013-08-01,roBERT  SMITH,sydney,,Leaves - Earl Grey
720,41487,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,50,80,50,130,68,587,87,22,73,154,32,2013-08-01, alice ,new york,,Leaves - Green Tea
720,41487,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,130,180,140,310,123,941,178,34,184,298,42,2013-08-01,,DELHI,,Beans - Amaretto
970,41487,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,50,70,50,120,52,554,68,17,54,119,27,2013-08-01,  john   doe ,LoNDoN,,Beans - Colombian
720,41487,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,200,160,330,132,994,191,36,199,320,44,2013-08-01,MARY ann,sydney,,Beans - Decaf Irish Cream
719,41487,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,110,170,130,280,100,598,145,28,145,243,37,2013-08-01,roBERT  SMITH,new york,SAVE10,Beans - Caffe Mocha
720,41487,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,52,662,79,17,41,130,46,2013-08-01, alice ,DELHI,,Beans - Decaf Espresso
815,41487,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,941,178,34,182,298,43,2013-08-01,,LoNDoN,,Leaves - Chamomile
312,41487,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,60,40,100,52,554,68,17,54,119,27,2013-08-01,  john   doe ,sydney,,Leaves - Lemon
312,41487,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,110,170,140,280,132,994,191,36,197,320,45,2013-08-01,MARY ann,new york,,Leaves - Mint
312,41487,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,130,100,210,100,598,145,28,145,243,37,2013-08-01,roBERT  SMITH,DELHI,,Leaves - Darjeeling
815,41487,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,52,662,79,17,41,130,46,2013-08-01, alice ,LoNDoN,SAVE10,Leaves - Earl Grey
224,41487,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,290,190,490,196,1167,271,64,225,463,100,2013-08-01,,sydney,,Beans - Colombian
309,41487,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,160,230,170,390,154,817,222,49,207,373,67,2013-08-01,  john   doe ,new york,,Beans - Decaf Irish Cream
773,41487,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,340,470,340,810,295,1714,392,97,362,681,121,2013-08-01,MARY ann,DELHI,,Beans - Caffe Mocha
847,41487,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,320,220,620,266,1797,266,74,230,527,92,2013-08-01,roBERT  SMITH,LoNDoN,,Beans - Decaf Espresso
515,41487,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,250,350,250,600,295,1714,392,97,362,681,121,2013-08-01, alice ,sydney,,Leaves - Chamomile
515,41487,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,130,200,150,330,154,817,222,49,208,373,66,2013-08-01,,new york,SAVE10,Leaves - Lemon
319,41487,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,240,150,460,266,1797,266,74,230,527,92,2013-08-01,  john   doe ,DELHI,,Leaves - Darjeeling
515,41487,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,240,310,180,550,284,1809,348,107,286,626,131,2013-08-01,MARY ann,LoNDoN,,Leaves - Earl Grey
319,41487,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,25,851,38,7,26,62,18,2013-08-01,roBERT  SMITH,sydney,,Beans - Amaretto
319,41487,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,40,50,20,90,41,1007,49,12,21,89,32,2013-08-01, alice ,new york,,Beans - Colombian
641,41487,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,10,20,10,30,14,602,18,4,1,32,16,2013-08-01,,DELHI,,Beans - Decaf Irish Cream
563,41487,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,23,806,35,6,25,57,16,2013-08-01,  john   doe ,LoNDoN,SAVE10,Beans - Caffe Mocha
563,41487,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,516,43,0,43,43,11,2013-08-01,MARY ann,sydney,,Beans - Decaf Espresso
636,41487,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,50,80,20,130,63,332,88,57,3,150,80,2013-08-01,roBERT  SMITH,new york,,Leaves - Chamomile
816,41487,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,100,20,-20,120,120,1439,19,37,-57,138,56,2013-08-01, alice ,DELHI,,Leaves - Lemon
573,41487,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,60,30,90,45,253,60,14,26,104,38,2013-08-01,,LoNDoN,,Leaves - Darjeeling
314,41487,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,215,36,11,-12,64,42,2013-08-01,  john   doe ,sydney,,Leaves - Earl Grey
573,41487,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,38,248,48,14,1,85,44,2013-08-01,MARY ann,new york,SAVE10,Leaves - Green Tea
660,41487,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,70,90,40,160,72,606,88,27,37,159,57,2013-08-01,roBERT  SMITH,DELHI,,Beans - Colombian
417,41487,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,50,60,30,110,50,1064,60,15,33,109,33,2013-08-01, alice ,LoNDoN,,Beans - Decaf Irish Cream
636,41487,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,30,60,40,90,34,890,49,9,40,82,19,2013-08-01,,sydney,,Beans - Caffe Mocha
573,41487,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,60,50,90,32,841,48,8,39,79,19,2013-08-01,  john   doe ,new york,,Beans - Decaf Espresso
513,41487,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,16,484,25,4,12,41,15,2013-08-01,MARY ann,DELHI,,Leaves - Chamomile
513,41487,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,22,865,33,6,22,55,16,2013-08-01,roBERT  SMITH,LoNDoN,SAVE10,Leaves - Lemon
614,41487,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,160,100,250,114,810,172,37,142,283,64,2013-08-01, alice ,sydney,,Leaves - Darjeeling
419,41487,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,150,100,240,116,678,161,35,142,275,54,2013-08-01,,new york,,Leaves - Earl Grey
216,41487,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,70,20,120,49,414,60,18,11,108,48,2013-08-01,  john   doe ,DELHI,,Beans - Decaf Espresso
419,41487,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,40,70,40,110,46,415,62,15,26,107,40,2013-08-01,MARY ann,LoNDoN,,Beans - Amaretto
330,41487,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,30,50,30,80,34,428,51,10,26,84,30,2013-08-01,roBERT  SMITH,sydney,,Beans - Colombian
513,41487,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,30,60,10,90,37,513,52,33,-15,88,59,2013-08-01, alice ,new york,SAVE10,Beans - Decaf Irish Cream
513,41487,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,160,180,120,340,145,1292,146,40,112,288,60,2013-08-01,,DELHI,,Beans - Caffe Mocha
414,41487,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,47,366,79,14,57,125,35,2013-08-01,  john   doe ,LoNDoN,,Leaves - Chamomile
262,41487,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,80,70,130,63,864,91,17,87,153,26,2013-08-01,MARY ann,sydney,,Leaves - Lemon
715,41487,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,40,10,70,36,458,54,11,28,89,32,2013-08-01,roBERT  SMITH,new york,,Leaves - Darjeeling
715,41487,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,30,60,10,90,44,617,61,39,-10,104,63,2013-08-01, alice ,DELHI,,Leaves - Earl Grey
262,41487,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,50,30,80,30,581,39,9,25,68,20,2013-08-01,,LoNDoN,SAVE10,Beans - Decaf Espresso
414,41487,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,80,30,140,63,397,77,23,29,139,52,2013-08-01,  john   doe ,sydney,,Beans - Amaretto
920,41487,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,140,190,60,330,133,705,184,120,48,314,139,2013-08-01,MARY ann,new york,,Beans - Colombian
